DataSourceCode,Organization,DataSource,indicator,econ_code,econ_name,region,income_class,production_year,wgi_dimension,value,minimum,maximum,orientation
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,GIN,Guinea,Sub-Saharan Africa,Lower middle income,2011,va,0.52,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,KEN,Kenya,Sub-Saharan Africa,Lower middle income,2011,va,0.32,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,KEN,Kenya,Sub-Saharan Africa,Lower middle income,2011,va,0.49,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,LBR,Liberia,Sub-Saharan Africa,Low income,2011,va,0.76,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,LBR,Liberia,Sub-Saharan Africa,Low income,2011,va,0.47,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2011,va,0.8200000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2011,va,0.52,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MAR,Morocco,Middle East & North Africa,Lower middle income,2011,va,0.4,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MAR,Morocco,Middle East & North Africa,Lower middle income,2011,va,0.23,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MDG,Madagascar,Sub-Saharan Africa,Low income,2011,va,0.53,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MLI,Mali,Sub-Saharan Africa,Low income,2011,va,0.5700000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MLI,Mali,Sub-Saharan Africa,Low income,2011,va,0.43,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MOZ,Mozambique,Sub-Saharan Africa,Low income,2011,va,0.64,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MOZ,Mozambique,Sub-Saharan Africa,Low income,2011,va,0.61,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2011,va,0.9000000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2011,va,0.65,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MWI,Malawi,Sub-Saharan Africa,Low income,2011,va,0.6900000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MWI,Malawi,Sub-Saharan Africa,Low income,2011,va,0.64,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,NAM,Namibia,Sub-Saharan Africa,Lower middle income,2011,va,0.75,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,NAM,Namibia,Sub-Saharan Africa,Lower middle income,2011,va,0.65,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,NER,Niger,Sub-Saharan Africa,Low income,2011,va,0.76,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,NER,Niger,Sub-Saharan Africa,Low income,2011,va,0.71,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2011,va,0.71,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2011,va,0.27,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,SEN,Senegal,Sub-Saharan Africa,Lower middle income,2011,va,0.91,0,1.0,1
