DataSourceCode,Organization,DataSource,indicator,econ_code,econ_name,region,income_class,production_year,wgi_dimension,value,minimum,maximum,orientation
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,KOR,"Korea, Rep.",East Asia & Pacific,High income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,KOR,"Korea, Rep.",East Asia & Pacific,High income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LAO,Lao PDR,East Asia & Pacific,Lower middle income,2004,pv,1.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LAO,Lao PDR,East Asia & Pacific,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LBN,Lebanon,Middle East & North Africa,Lower middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LBN,Lebanon,Middle East & North Africa,Lower middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LBR,Liberia,Sub-Saharan Africa,Low income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LBR,Liberia,Sub-Saharan Africa,Low income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LBY,Libya,Middle East & North Africa,Upper middle income,2004,pv,1.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LBY,Libya,Middle East & North Africa,Upper middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LKA,Sri Lanka,South Asia,Lower middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LKA,Sri Lanka,South Asia,Lower middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LTU,Lithuania,Europe & Central Asia,High income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LTU,Lithuania,Europe & Central Asia,High income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,LVA,Latvia,Europe & Central Asia,High income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,LVA,Latvia,Europe & Central Asia,High income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,MAR,Morocco,Middle East & North Africa,Lower middle income,2004,pv,3.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,MAR,Morocco,Middle East & North Africa,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,MDA,Moldova,Europe & Central Asia,Upper middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,MDA,Moldova,Europe & Central Asia,Upper middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,MDG,Madagascar,Sub-Saharan Africa,Low income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,MDG,Madagascar,Sub-Saharan Africa,Low income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,MEX,Mexico,Latin America & Caribbean,Upper middle income,2004,pv,9.0,0,10,1
